1,3,-87.746,30.659
1,53,-87.168,31.122
1,19,-85.654,34.07
1,43,-86.869,34.132
1,49,-85.804,34.461
1,55,-86.034,34.048
1,71,-85.98,34.764
1,77,-87.651,34.904
1,79,-87.322,34.53
1,83,-86.981,34.81
